@relation BNGaTest-0.0050-0.0050-n28

@attribute n3 numeric
@attribute n5 numeric
@attribute n1 numeric
@attribute n20 numeric
@attribute n13 numeric
@attribute n23 numeric
@attribute n28 numeric

@data
0.9647438400369083,0.04882234053465806,0.5014762619614167,0.8581965551697817,0.5421708253698543,0.7087499324797896,0.09959819530182262
0.9520317900997779,0.6791452071736366,0.3688783028552024,0.8103705065618338,0.7994082303186542,0.5924396633188068,0.5915530882806377
0.7942255149817324,0.7458143981556428,0.20571850314563,0.8890955633657919,0.8979037506590829,0.16095574940050617,0.6949817313381015
0.42218082374394306,0.7278242181235512,0.05871404943735348,0.28544608113619374,0.4218891602417868,0.5386204369684398,0.3891119541479579
0.00790042544027636,0.1889532140642335,0.6984966355363257,0.16344107591569956,0.22832513492867723,0.965307576542791,0.1980587296450442
0.032025907569316,0.6146297723470158,0.3752724714661604,0.528035136314312,0.5907961912348977,0.3311981148976001,0.47057565281522773
0.42826305711849655,0.5937414784006667,0.38207420825522076,0.9350983545086974,0.951870846494387,0.6208758008436149,0.5902630361777454
0.33014709397802067,0.40295800558939143,0.39336216189951434,0.2551571175409455,0.9878667405689068,0.8416157171371784,0.8373756010080085
0.695738592901281,0.41093101644791874,0.6716943642359572,0.6860774121795407,0.8276672269028148,0.9721092916489863,0.49316806317107287
0.5534435940547386,0.2538495462762139,0.8313501869883995,0.5061139646431205,0.9468290018256974,0.4278980556992581,0.5892711824215658
0.5017588611925372,0.7835413662256555,0.8362618258929695,0.7331128927835405,0.3689772836559303,0.8231234396249325,0.3104247894647982
0.5778319965224438,0.417667348288984,0.2890707027341991,0.7825726730889582,0.07101284465574642,0.17085321771727868,0.03865104010715091
0.9816379830022192,0.6336760411555495,0.22901261786225635,0.5614276363823639,0.6823161829836227,0.9469161861357183,0.5419880384035667
0.3990250583615127,0.2348511314558288,0.17759528386606704,0.9395851111487423,0.49462282907155997,0.3858214104331148,0.13902735580632
0.7739507069115978,0.4584957013321005,0.6749434784997835,0.3388850365924574,0.4643820552781627,0.6252877864474077,0.37916437047218243
0.052769010737567346,0.43707677079240015,0.5799778647583137,0.42795560407665323,0.06012241070042468,0.5551032799866801,0.045638552170220725
0.6162709481486565,0.3386512671642481,0.4649233205057989,0.25416614709937524,0.6429725107027392,0.3621755219263397,0.5348936800716827
0.6034028307751994,0.32494426197784754,0.2874208437747101,0.8861201505410352,0.3814932333763026,0.8997060792022931,0.15329142326126957
0.9696367861264819,0.009664915069846347,0.8050034418999328,0.9190221196171187,0.6992088070750041,0.5258306674309222,0.06283100906548081
0.9553563898820997,0.8552256512149733,0.4606549833719652,0.5850682637492369,0.33570738528822797,0.6382849215814441,0.3072720039385074
0.12462425858266679,0.4683837122472808,0.7348841270722763,0.9697018380754814,0.5498545715621554,0.7051934869429981,0.26639943100980457
0.6901215733764582,0.6094302990159929,0.12562854211500862,0.6674173216118888,0.5137584266338826,0.809290065013873,0.3798354846220507
0.5600922184404852,0.31591875061434793,0.8011842982203764,0.37918708223299125,0.020842623217354972,0.8368776624536167,0.015436155698996529
0.539366541942926,0.32052025529739925,0.26578921185265514,0.05318639722360796,0.5714233103966473,0.782360862141337,0.550772597854627
0.7672712982891602,0.061731375926863286,0.7148633609626441,0.11794416700808841,0.9764065056363123,0.8561796742648541,0.8683541285397968
0.522383488750398,0.04840135256233569,0.9249306604283019,0.9820002478323603,0.642003026609131,0.4795493601985532,0.042070389240741794
0.1368217344483611,0.06555064652088871,0.32354618258499257,0.8514514041166181,0.004450840052907523,0.3987435782174066,9.095816219772189E-4
0.35791991947712865,0.8177969308356393,0.03141823882658079,0.9740356814958814,0.41768754675291875,0.7134062578232291,0.3435595810551886
0.4814096309030207,0.5083227074191119,0.6699784515864676,0.6482558093449533,0.9869657647647744,0.012810608011805558,0.6723875399710586
0.10105664438022421,0.012282293004036493,0.8899766468642535,0.7549499511721051,0.10835243483733437,0.73397989433995,0.027556469187681194
0.8943847704881239,0.7498139615642945,0.32053270431900216,0.38429791991584406,0.17986649268201016,0.10054932941205652,0.16257305350554782
0.5841607285019047,0.5861862133612966,0.7488809318978249,0.5229125859425647,0.23619576779963203,0.04695996731101204,0.18508573470114167
0.049904244192212954,0.5573936205746446,0.7127367893112094,0.6172456343868356,0.26601047249589804,0.7762439030022731,0.19333724788019419
0.9386411416386536,0.8811786325839119,0.26603441023552155,0.7265964529623017,0.6846893672878911,0.9927398862346056,0.6255765846749748
0.5675916976404928,0.011958922951806672,0.004266035843734972,0.6945251131213619,0.19596819032184787,0.6693247897690757,0.061491027940194946
0.6940830890896083,0.9742643651382811,0.6330575132891391,0.9254617431328002,0.8600770287188191,0.9829057433324047,0.8395922769556553
0.813035182884544,0.06311370452992215,0.24584321583198365,0.5009397192099989,0.8628111469268105,0.032819768872355715,0.4578735497490258
0.1953603584683038,0.2808998487489127,0.6058024943124186,0.866509102639467,0.1581705791180279,0.1717825623439141,0.05961341147435294
0.3541290922172139,0.4307798748029096,0.2446754461522127,0.8057257088038081,0.48768094859663735,0.15303416615136256,0.2640132558663477
0.1068373439909669,0.6664597083933766,0.8604163081313344,0.6307823874406125,0.8087876472804006,0.1684099325730689,0.6386257291792419
0.7491956262946124,0.35119010219335434,0.112316956254358,0.2918569062269333,0.8395629015234257,0.42636987238454715,0.6805835647089965
0.6636901725574862,0.8783739237838863,0.9656027557828152,0.8636911691800256,0.18716615357253163,0.3740093004805647,0.16750484176175343
0.1408262225481205,0.8298758193450337,0.4225343289787983,0.9241413566557173,0.6854805460208775,0.1556760167409018,0.5777101232362527
0.3710122896837609,0.8718145959648387,0.5716203055299767,0.6162136850351787,0.805730942661998,0.3743593560890043,0.74208657758243
0.15011368749765674,0.06566831133672113,0.4782500975470859,0.983509058184208,0.4370134079887301,0.7975669812074906,0.03543143928223051
0.03763837715441842,0.09198007232812211,0.3496669085944991,0.8864327557916499,0.08939095531251506,0.5119398654439818,0.017440299920752238
0.5725401375412691,0.6152138700739788,0.6807378202162523,0.705454587532873,0.7082174342666011,0.5192654911846664,0.5159724203661838
0.3733440220886213,0.5776230642940853,0.8878475241886875,0.9191242798334188,0.8700358952315721,0.2190495315281593,0.5322732598286203
0.024172844226171386,0.5901145609703773,0.4900712025998173,0.22834205449916167,0.3911421438088124,0.26980661544650086,0.35453355339647397
0.45270268371195255,0.7477345785905091,0.09493283674741015,0.6024816199768233,0.7592163849419507,0.75410087701525,0.6438266702322928
0.5069704129463156,0.667915061200112,0.7540115698655481,0.1684584264549135,0.7504398547114581,0.4567485993186291,0.7084583683649626
0.6191203456059663,0.8317083088979366,0.002590051578719499,0.20373032514198242,0.8811611289359326,0.7425329991572822,0.85094953176691
0.3709846603939364,0.5164582580702839,0.9742901009101433,0.035404245773665854,0.6647547576608184,0.9227010582393461,0.653374534599446
0.6335790064646702,0.9829517552680141,0.6132236126535764,0.15721187608078857,0.9773994598846995,0.12283407313699923,0.9747798468314348
0.4442233632285205,0.15400983859686357,0.1387916893046629,0.32894354025696493,0.17365479912109194,0.9547421401670809,0.1253296208765537
0.8693532524362121,0.4782624371662745,0.5058559238321346,0.15031470758420307,0.5332105043498733,0.5815610854402271,0.4913935615745449
0.3960887062810087,0.5076067957372473,0.7842738355824962,0.979108199666384,0.909186193288043,0.8751952940752754,0.47086187095084925
0.8444999401240267,0.6660255152379492,0.7380731018158629,0.986503977981709,0.9675749421720606,0.34126555328016595,0.6487907760508339
0.7442366649042097,0.23592267134338096,0.4815281527056522,0.1723948105634544,0.833261524496885,0.255723855250924,0.7235018447259864
0.46577068458484017,0.4496354169985084,0.8613285976997612,0.2697409692262982,0.043487543382889626,0.71046939649078,0.03703156202971927
0.005925617967441954,0.40279438486021146,0.5138261116229352,0.08422231517413414,0.7014757829057118,0.5570264158274196,0.6661929261822956
0.6371870626098879,0.07803447972784483,0.2731112360949225,0.2044144572972636,0.23308240486194198,0.6051323131446035,0.1891549766012824
0.5163105319602866,0.936695453283102,0.7245190005000635,0.5469767822242788,0.32632572685712447,0.6607735937859307,0.315026333942397
0.31998579064385657,0.39609232226749236,0.7017505502929847,0.0030986063627633786,0.7758941588228279,0.8122530709067978,0.7744422496069111
0.2483178437385034,0.16558550899578506,0.026692817074713382,0.5064139035037519,0.26884200724923035,0.2773936756099694,0.15524037074543903
0.024200584431139815,0.9995107790796339,0.194711683974798,0.7456673669102035,0.006552272879386534,0.8848799939280614,0.0065498826355872885
0.4208063455751567,0.028187333666930825,0.4293788459777137,0.4234730886533048,0.6453629979016049,0.19129117322898126,0.379772561153338
0.19615971868772808,0.8589160067258227,0.25313991926164636,0.8069729410478843,0.011350078362966198,0.2964646286340923,0.010057860988246976
0.29436620501705724,0.8954006739004701,0.05167681264104229,0.9613884651078439,0.703698127283236,0.5620921370223688,0.63293383153366
0.1320078629852559,0.6947056690400056,0.7455289570035387,0.5373939277251666,0.1424057611385977,0.06636740029578825,0.11904219922212995
0.17399941220608217,0.002374626992138862,0.8939093846207279,0.9597118211530371,0.33524486810792453,0.9758642458629612,0.014270414042272748
0.33758712624414045,0.7752425217702305,0.6295184961793664,0.889429653678908,0.7538616470122224,0.6300958441906687,0.6031602062038245
0.25399170764814116,0.9086192946198663,0.8903107250985896,0.7799262697469044,0.8881914112592243,0.46497563638860484,0.8248898204444471
0.15202584640853967,0.4342830591196335,0.22799962630486825,0.5152306988265491,0.6382112777346582,0.34259685066403744,0.4521888147887502
0.8000608760075071,0.7254495536207421,0.1601307542881809,0.8232409155751369,0.794874724221567,0.8502834502384514,0.6152162163011584
0.9175992409387349,0.1471792880170053,0.33442585284981274,0.9170152339508865,0.08841384790722706,0.16282937598239766,0.01926983486788829
0.9470277000831483,0.7995199513261321,0.043505442284541784,0.3623294600381063,0.032139585040525276,0.577728565110838,0.029804971114507913
0.759751773381354,0.7635122604571503,0.9655252196182333,0.7574162151227768,0.45909422599755756,0.16595269492440257,0.37686142954041024
0.34980098375749935,0.7482494194843842,0.07265662111834781,0.7924255240300524,0.8552483736103085,0.7857413378332734,0.6846318088740107
0.82155903919237,0.1863735122733471,0.040621106106764615,0.5842413322021218,0.28321756731444947,0.6564850157872858,0.1485889006293483
0.9567805811942919,0.677952109369773,0.6403074282867741,0.7091689490554864,0.9471781124970505,0.7857080149123652,0.7308555471461301
0.16143651374372014,0.4418244715585966,0.9462953213415554,0.15485405770874616,0.13669778994749215,0.20443825995449882,0.1248822145549034
0.3036869679733477,0.6394518384284485,0.7050040729435885,0.5166242130637467,0.5658184614300726,0.5352792237599756,0.46042463900376807
0.12912668650457682,0.6140948241989225,0.9849792053465191,0.15271174308113877,0.5428746811813502,0.5345760098961941,0.5108818535703956
0.6152418893700556,0.8081373464300916,0.758817000013209,0.984760373484259,0.5845429500739271,0.3264339066330765,0.47410014255225014
0.9954574990069813,0.19776910233744893,0.10636067345991596,0.2532151518242025,0.7067642956321224,0.864045722029732,0.5631943037770386
0.7423125432984574,0.1368320524039639,0.8563458490433968,0.34397181897054474,0.07481003559530819,0.6962781327582281,0.05259852838482351
0.1550150833799845,0.13527063443116194,0.012207078788490922,0.689649109462087,0.6748163096975666,0.9201028440830354,0.27238296530919226
0.0764544897595878,0.5704428835064954,0.9456428488153743,0.6494556701580956,0.27447904550502633,0.977751537018833,0.1979053466299478
0.770465637773941,0.8940427958184088,0.6462319787976428,0.9760344716184084,0.5988370371450177,0.077085112935252,0.5369065780210616
0.8752192675385956,0.06153688466784468,0.3521322260330696,0.1152694384286751,0.7079565565033408,0.9942555462090918,0.6313725657100167
0.18843550550959776,0.08517946471310145,0.7350218294608529,0.35122912979786314,0.1971713829465166,0.5356706908753237,0.13381792636742246
0.2093144899352628,0.4027370425613449,0.6051284825554488,0.4014070437883539,0.2955077420085489,0.9765723991647748,0.22466107345926076
0.1413652869956875,0.3579170909345757,0.47608684642831656,0.6159173747463386,0.3424953202477524,0.243506915219727,0.20704868918462432
0.7871501239662126,0.736772998171578,0.8048770805965981,0.039685633599974346,0.4730150884780566,0.2585075698836342,0.46807381653038593
0.3067308066286327,0.8652095605964384,0.10332720353867564,0.4841942568489199,0.906423773783024,0.1990550341020828,0.8472662466876231
0.39639167915595386,0.8338241273827682,0.8489964945408361,0.5121886480868373,0.9723785256167715,0.029313569516615456,0.8896160874637301
0.685576105420732,0.9602366045493509,0.5726385534618676,0.876608451198513,0.873649535845264,0.9145716578467329,0.8431967964170967
0.9788674255453843,0.8052415380240839,0.39857879101980864,0.6637713675495729,0.7957741786323252,0.7418071702806621,0.6929003995071273
0.9044178250003002,0.10620241350039672,0.08085989702518803,0.9976902643739043,0.27817620908208573,0.2780842292646012,0.0301172617988883
0.24932315159307017,0.8975826960817154,0.22196191762596795,0.43220523229015106,0.39046220211813976,0.22289927104002727,0.3731782776554395
0.15694231652038093,0.45719178089808354,0.34384115677231397,0.09546531001626901,0.7611218288656255,0.4758638507377745,0.7216809866120005
0.8829752181055458,0.31079140113473425,0.7177908821053482,0.3994180473001303,0.21620517126115613,0.9387733773163334,0.1566877030326725
0.3770650608814853,0.47020911359350337,0.5108804960521351,0.8627830350098948,0.7367361811243042,0.38624005533308037,0.39997805927919966
0.30734383518054975,0.42530996576780655,0.10084694828356366,0.33850468922252297,0.8004399314677132,0.20864902488789872,0.6447261320809603
0.025834994124903865,0.2929784518735076,0.6288147105861541,0.2771527638037736,0.11520078977042325,0.3415568450017178,0.09262685215676619
0.4697832209671341,0.13316878795796683,0.06388652483854673,0.3077008466260406,0.7263181352786902,0.9383606054339708,0.5325911501053019
0.9945386572601318,0.10317526862175708,0.6597810376171633,0.6745106544049384,0.995884436552437,0.8051693996247097,0.3934561778330612
0.2858051431556119,0.7234338373670052,0.39411972111154014,0.6185624780142005,0.2246086869320627,0.8206578760491359,0.1861841037443582
0.4407530082254507,0.3332595640936178,0.013034555606950105,0.015962243280831956,0.6558705516527691,0.8005500677237242,0.6488903357655276
0.4907299787684579,0.5391704475611062,0.6870540171738454,0.37812142950267114,0.6919206528940497,0.4404206211503525,0.5713538048840845
0.9932988786990194,0.9582050005562486,0.8911915756325858,0.6519141453833805,0.3180722724568008,0.7326183516730785,0.30940583631647417
0.4548803736995395,0.1371791219940881,0.5902179098044855,0.4236420092843389,0.2480955663074098,0.9519471332776143,0.1574098959592492
0.4144268362616571,0.2857595045094212,0.3703173769801462,0.6946436047226409,0.09515726313213813,0.4334668956597001,0.04794569191172239
0.39999817082523714,0.9943379465303686,0.05053159579136968,0.4044341084192734,0.9787060698805183,0.604178160269042,0.97646490376314
0.9944309648042875,0.3153504762232524,0.5837865399404514,0.6700773861124718,0.6608314694162216,0.550048736879392,0.35766302992914234
0.42537277034512233,0.17027000843024487,0.3293756870785287,0.10621869663542638,0.9776251188124224,0.6927492090653956,0.8914642423006502
0.9330610141431966,0.6420400858767452,0.13119198882415428,0.47706230995510257,0.2427866855383496,0.10348480710401642,0.20132620146560937
0.6518702926676444,0.9991398009153014,0.43257943356357054,0.7314216089786806,0.9177135889632674,0.5384667395980087,0.917136192703423
0.38258099118168587,0.9036250947502426,0.6264751652039721,0.2601936311661338,0.8336996010963523,0.9622362202497228,0.8127936359345678
0.5572287201601571,0.7741583228840283,0.06376436059485735,0.6270841414233873,0.9734760772442014,0.2816246330640635,0.8356107069286282
0.872347902538948,0.44698836903642214,0.8914279522548628,0.9748609659960203,0.5144750622249595,0.047712499669099184,0.23711669296470803
0.9328751283275705,0.9662580300540341,0.600866554883861,0.17269455933310796,0.6228544201629813,0.4298998398581121,0.6192250133198994
0.18351308639178943,0.4108669103173933,0.5960284182962713,0.9533995978630918,0.8654578202602143,0.1410933768977929,0.37934812018138747
0.6880295632898734,0.5327700708364619,0.6161471556789055,0.9334649865577205,0.8433048356466775,0.17688682913913356,0.47550352061655937
0.37369957240271234,0.6187604709765496,0.21326463628749226,0.7337084268772609,0.14626930183506393,0.3400501072223686,0.10535504943756112
0.38434006677683397,0.42433506279861655,0.510346538643695,0.14038902200746384,0.2704227831330176,0.6061832906765882,0.24856801489577188
0.674599261506627,0.10705433515449803,0.19161888431855756,0.9923070447436361,0.21479687002361159,0.22571437544989847,0.024470459809259326
0.00879356355226879,0.7502181315693297,0.34408455485326495,0.4110539996691446,0.38547610751673034,0.15936877393790883,0.3458977968097204
0.6827787777339944,0.23882485221390193,0.38811620006939906,0.11273244680001182,0.3964882606538769,0.6143966411654999,0.36246594521619124
0.21215540280974932,0.2549470832102906,0.4613675345735515,0.1085502890781812,0.8746879559987257,0.807713256887073,0.8039469469258568
0.3667168448730901,0.20095502145617705,0.8455077750596489,0.5946722526976612,0.04170517521618622,0.14244474729162748,0.021888132221124915
0.7890134020043396,0.38838896117291366,0.6463590477095157,0.3046879742682438,0.07817430327159647,0.8629357481546722,0.06360648054026467
0.26393325522900324,0.9056854719910503,0.8787030351906517,0.5105499327315591,0.6096965253165464,0.5372505383829138,0.5803382499360281
0.8495966507616929,0.5364785920891829,0.09020755440060857,0.7435705153226096,0.7984498050273369,0.6490241549270463,0.5232554148087505
0.2484345321409117,0.20176611571220648,0.6945599744261157,0.622544320874315,0.5894226111261401,0.8788096664827789,0.2965173132953922
0.48841347137034385,0.878378467834611,0.830042023234581,0.3032454182395551,0.6264417251118306,0.0017246038745173387,0.6033378197721861
0.12747642225308087,0.4442576436641098,0.9974363230557561,0.5148834062231381,0.36059407578798663,0.3136175323783711,0.2574127791607813
0.7345154157832644,0.009012594815602237,0.6564395625062794,0.1858008033271672,0.6446564184695661,0.4460203220168901,0.525958245748457
0.7111676032533552,0.6763912298487055,0.5173002710390959,0.7843319377302849,0.8511105517513011,0.28989223547759446,0.6350844854547889
0.6263524583490568,0.7057436476427223,0.5185370519524443,0.2860422766825905,0.07455110491211026,0.006797635230476828,0.06827615652253444
0.682442139254222,0.4664147942736161,0.617326486278113,0.6624191761863634,0.9735014902610949,0.1053739369924851,0.6294105035001557
0.40150330311310645,0.46604986523084346,0.19372075476480521,0.8275269199651168,0.5131351551217386,0.16200341276986274,0.2864022250699753
0.8781356834166709,0.16062828364059223,0.39773452810748555,0.3237192552758291,0.19260335559869413,0.8790576475582296,0.14026902024747717
0.07461755239309742,0.7052434397317007,0.9130230763517707,0.728477792216172,0.9692319994043119,0.3457635458677224,0.7611150072049476
0.6671898469602104,0.6305955174373105,0.8332468757242008,0.20890993712043882,0.431705948241765,0.9927341734310954,0.3983902213943235
0.07422779266288204,0.6122790570251196,0.10173129085574928,0.1169083423185423,0.46511998179492875,0.3855424242048553,0.44403711030987597
0.5291552866539426,0.2648889874990894,0.8032885906846368,0.3977171414754812,0.9561852898181444,0.40538968274845233,0.6766289817607164
0.5387680898593672,0.2132250643005824,0.1305846797989828,0.063213639160412,0.6091790587737288,0.06056222121241461,0.5788815949820473
0.7104608519486625,0.35479944114376116,0.3442716917375105,0.3281898511661553,0.8341626175295969,0.7511802179692803,0.6575301218346272
0.9232594527556375,0.3681928903842495,0.3180360239931931,0.0426114187751061,0.7570192430222443,0.3897767690111321,0.7366386215179693
0.509016539980858,0.13303994522293383,0.583729597348617,0.7246735816290264,0.5852141434687035,0.053077701883846085,0.21754572194123015
0.7016442296808498,0.8901532345974412,0.7306279750442514,0.2931555017546136,0.6040100574136469,0.05012172522508307,0.5845596145480776
0.7785962769003004,0.873634051400927,0.23392446714866644,0.6293056149475463,0.545398205829588,0.0025906260250561086,0.502026612807318
0.048512237028637495,0.8721347821364723,0.7311443126112045,0.7034342951893034,0.6901362116681743,0.24726460602879008,0.6280620623095209
0.9474082478621434,0.44639707290523434,0.47561872472464073,0.6321691875333069,0.6311359723920974,0.2428275426300447,0.4102568663399987
0.2997061421111705,0.2562326822491299,0.8664761685585067,0.6703834478382672,0.67154395988159,0.7982236424399197,0.3367058968766819
0.2967796276363246,0.5723809221850318,0.01814815040344353,0.28074577309289495,0.44359691490777065,0.2019190282431783,0.39034210776506756
0.6633271107643222,0.4504411313519404,0.20067394274033024,0.8273087524882147,0.3926087276054566,0.42926018155338275,0.21410726071354363
0.7599692596372429,0.33697046024622457,0.9565650847021209,0.20300571183837968,0.009176701882557703,0.11345377166617876,0.007941528970358713
0.011362156140020563,0.3953702078145722,0.905139651734699,0.6605766211630033,0.9398781230551222,0.6262513973539188,0.5644867543380538
0.5188528259428197,0.4640315868935445,0.7853468461530911,0.07865364548285136,0.2091512021346421,0.31247574003872347,0.20033425132058527
0.24648010412397647,0.33500291591084363,0.08364416350836912,0.7697869114157307,0.5833981406851698,0.8280781974414685,0.28475310204715265
0.9088743231294999,0.35411855350183796,0.9753217945802924,0.28597222275101275,0.7118264454901552,0.4080578656756705,0.5803491448324438
0.7521469107242426,0.3282190051864903,0.6569210020716345,0.033359269043896855,0.46809227467950243,0.36851623164094005,0.4576022692218074
0.19256532094810586,0.5143696103675853,0.734754741232611,0.32522709311038844,0.4878591782168571,0.43826401782238567,0.4108066215407417
0.8966972151731755,0.6994841174460614,0.5667560656072475,0.5428403004718925,0.6547420655094701,0.12727432749433143,0.5479325964183696
0.3350678475142873,0.5839079139597713,0.41502064829194896,0.9622644107358814,0.7119079734355295,0.45645487453319156,0.42686670854240827
0.0866396696077869,0.269455636469795,0.6526015748538351,0.17329851634294213,0.9300086725739863,0.5187393592593694,0.8122674780410044
0.5168347216063597,0.7571768837926776,0.23382438820920104,0.7006101317219859,0.6423562547764172,0.5601601964271558,0.533075823790443
0.15193587170297973,0.19232915401234607,0.009503484749476931,0.7501529692794726,0.5751198355229628,0.6135625572193719,0.22666813705976727
0.053698274870768836,0.3256885309479902,0.5558530635736701,0.8257088275299405,0.6366627428630306,0.48620697540321467,0.2821785205442189
0.557475582503552,0.7242962947454714,0.7932317105634783,0.9572167791047198,0.31158238142106676,0.2710063692390663,0.22935323201964375
0.8760901913539115,0.8263966294151595,0.9522223229569355,0.7901021535956196,0.46829955566774073,0.4375295440762691,0.4040655294951015
0.5509233458021626,0.02967781007516057,0.6382551366245326,0.20817131108551956,0.2666901194364105,0.5654277210962988,0.21282051748015063
0.8954389598676818,0.46615840247377116,0.4719451171506025,0.9383758173935365,0.7053522804462441,0.5201854278792615,0.3520102556165796
0.9997835147355856,0.3989812155962944,0.5993526591541068,0.731926457392671,0.10732103325819564,0.5476902971773095,0.06011034441051135
0.19787251677644357,0.680174639488071,0.32096214117959965,0.8553420826023581,0.5794982545055548,0.8426849691156408,0.42097065987656385
0.46618490282725333,0.7066243863283703,0.4760571709381549,0.006635316359591026,0.6987343442366207,0.8500838855145876,0.6973741598984499
0.19686130088289333,0.0062996170798891304,0.6565124808212711,0.4428946316139616,0.18925476861992896,0.20745782894193976,0.10596288099682355
0.24461998450335465,0.12228083554617386,0.2930126974801991,0.30540478765067935,0.4322201035790566,0.7197491621917089,0.3163593403499307
0.7119474083274074,0.8633048218435119,0.24553176740074178,0.3410926705023528,0.6976089591091885,0.758165511308675,0.6650824366793262
0.48735761521061816,0.413474818293728,0.2612958088125803,0.516251824653086,0.19930792467481562,0.16380245701703466,0.1389585423510479
0.06598061412409639,0.35590240478015256,0.17980498306139214,0.4670946875827441,0.4034146433730449,0.19629627818422224,0.28204550630471026
0.38444936840109456,0.8132067457238036,0.9387143178996517,0.675054769877649,0.428492208691993,0.426126416082789,0.37446119340277106
0.7817533734291817,0.6060965261884586,0.7968039108124735,0.3425444332706413,0.6354031590311036,0.502995026703639,0.5496685651550497
0.8452880286610834,0.733224240643141,0.14536902109115857,0.3514195636539821,0.5174317314828102,0.3421466963024935,0.46892239227726323
0.5565308197617591,0.8931452527939456,0.29536283208956005,0.9567487430040335,0.654125974816952,0.5479003907783407,0.5872526191316387
0.8731311589369477,0.45933494214877324,0.936889766003524,0.33435190358862477,0.6838377073088834,0.8052144863807786,0.5602187296539232
0.18390414236229624,0.9123133913932888,0.4981079292215529,0.2011287797404454,0.7528760240224505,0.43004318925107143,0.7395980760358831
0.7681697101807139,0.047436599640030996,0.9969329277417422,0.0896226861855991,0.7913221492501393,0.46132264986539395,0.7237659559997673
0.7614247057322141,0.46119734438628424,0.042086926448476336,0.7615915072690548,0.8077148122481533,0.7446267795399583,0.47627103681676036
0.9491348487638112,0.02599161715646736,0.7131587768334366,0.7411342203578882,0.49975558649019525,0.3814666823118418,0.13899654977997214
0.3115923733989092,0.28152038587151085,0.806743948360403,0.5374923176632267,0.7351121439753477,0.0028847936433353816,0.45122854085077085
0.5948260590465587,0.8897677495181646,0.5359073990045089,0.3981795538912374,0.6098844937161182,0.6691116649297165,0.5831153041963487
0.6217760168988322,0.9239803545520684,0.3469285961480375,0.550960644751052,0.7234736510833226,0.6351440676504222,0.6931718015295384
0.05796016364176271,0.125291860471054,0.3970163472283098,0.9970815950609349,0.22444883469769616,0.45046016638503883,0.028694574415977232
0.6406999184329034,0.9358864503097867,0.17252099050075465,0.2561219108258167,0.504587856752368,0.4363483495244428,0.49630207757924244
0.26694853419480546,0.9372340508983512,0.8437466071820195,0.2511497277578397,0.7045018261234798,0.46821146227685395,0.6933963050779698
0.45458572455863655,0.3878156704400286,0.47625832195178286,0.7032242436648408,0.023017356336717976,0.3330421233700944,0.013108318554320436
0.6948344299952286,0.41223944746831087,0.3517507392143078,0.7449239983421946,0.936066416422257,0.9992248026438236,0.5262219601927206
0.6832234717598454,0.30871945533265976,0.7275636800328681,0.6655489517945736,0.27707849007413665,0.9033722646721782,0.14959992966662994
0.18521975936102975,0.39179291543751393,0.8396440674971548,0.3301318538885979,0.06481897424855709,0.4516526266446198,0.05180406753540086
0.5696691613794312,0.4885106876452736,0.25137581826682887,0.9113965592755915,0.8639688772923775,0.6223161421575939,0.4612128518744863
0.4986102689528308,0.052279430656088643,0.735608377536497,0.7289254526965152,0.9495871071843349,0.9635097252582562,0.29359557803707126
